ipc_code,sample_count,sample_ratio,estimated_80pct_train_samples,below_2,below_5,below_10
H04L41/06,3,0.0003,2,否,是,是
A47B81/00,3,0.0003,2,否,是,是
G06Q20/22,3,0.0003,2,否,是,是
A61J3/00,3,0.0003,2,否,是,是
F24H7/02,3,0.0003,2,否,是,是
H01F41/00,3,0.0003,2,否,是,是
F02B63/04,3,0.0003,2,否,是,是
F27B17/00,3,0.0003,2,否,是,是
G06F30/28,3,0.0003,2,否,是,是
G06Q30/08,3,0.0003,2,否,是,是
B61B1/02,3,0.0003,2,否,是,是
H01Q1/00,3,0.0003,2,否,是,是
B07C5/02,3,0.0003,2,否,是,是
B32B5/02,3,0.0003,2,否,是,是
F28D20/00,3,0.0003,2,否,是,是
G02B7/00,3,0.0003,2,否,是,是
B64C27/08,3,0.0003,2,否,是,是
E02B3/10,3,0.0003,2,否,是,是
B01J13/00,3,0.0003,2,否,是,是
G01N1/34,3,0.0003,2,否,是,是
B23B47/28,3,0.0003,2,否,是,是
D06M11/74,3,0.0003,2,否,是,是
B32B27/32,3,0.0003,2,否,是,是
H01M50/264,3,0.0003,2,否,是,是
B29C43/36,3,0.0003,2,否,是,是
B29C45/40,3,0.0003,2,否,是,是
F25B47/02,3,0.0003,2,否,是,是
C08L75/04,3,0.0003,2,否,是,是
C07K14/415,3,0.0003,2,否,是,是
B25H1/10,3,0.0003,2,否,是,是
B23P23/06,3,0.0003,2,否,是,是
G09B5/02,3,0.0003,2,否,是,是
E04D13/00,3,0.0003,2,否,是,是
B23H11/00,3,0.0003,2,否,是,是
C21D1/62,3,0.0003,2,否,是,是
B01D29/01,3,0.0003,2,否,是,是
C08L67/02,3,0.0003,2,否,是,是
B01D53/78,3,0.0003,2,否,是,是
B25B27/02,3,0.0003,2,否,是,是
G05B17/02,3,0.0003,2,否,是,是
E05B47/00,3,0.0003,2,否,是,是
H02B1/46,3,0.0003,2,否,是,是
B65H19/30,3,0.0003,2,否,是,是
A01K63/04,3,0.0003,2,否,是,是
B62B5/00,3,0.0003,2,否,是,是
H04L67/1042,3,0.0003,2,否,是,是
A23L5/10,3,0.0003,2,否,是,是
C12M1/12,3,0.0003,2,否,是,是
F17C5/06,3,0.0003,2,否,是,是
G11B33/02,3,0.0003,2,否,是,是
H04W4/70,3,0.0003,2,否,是,是
G01S7/481,3,0.0003,2,否,是,是
H02J7/34,3,0.0003,2,否,是,是
A61M16/00,3,0.0003,2,否,是,是
H04B7/155,3,0.0003,2,否,是,是
E04G23/02,3,0.0003,2,否,是,是
H01H71/02,3,0.0003,2,否,是,是
B65C9/02,3,0.0003,2,否,是,是
G06F21/45,3,0.0003,2,否,是,是
B32B27/30,3,0.0003,2,否,是,是
H05B3/14,3,0.0003,2,否,是,是
C09D4/06,3,0.0003,2,否,是,是
G01N33/38,3,0.0003,2,否,是,是
B01D47/08,3,0.0003,2,否,是,是
C22C1/05,3,0.0003,2,否,是,是
B01J4/00,3,0.0003,2,否,是,是
B23P19/027,3,0.0003,2,否,是,是
B60K1/04,3,0.0003,2,否,是,是
H04N7/14,3,0.0003,2,否,是,是
F17D5/02,3,0.0003,2,否,是,是
G01N3/56,3,0.0003,2,否,是,是
B60L58/27,3,0.0003,2,否,是,是
G05B15/02,3,0.0003,2,否,是,是
F24D15/02,3,0.0003,2,否,是,是
F24D15/00,3,0.0003,2,否,是,是
G09F27/00,3,0.0003,2,否,是,是
G08G1/07,3,0.0003,2,否,是,是
G05D3/20,3,0.0003,2,否,是,是
B01D3/14,3,0.0003,2,否,是,是
G06T7/62,3,0.0003,2,否,是,是
A01G31/02,3,0.0003,2,否,是,是
F27D17/00,3,0.0003,2,否,是,是
A21C9/08,3,0.0003,2,否,是,是
E01D22/00,3,0.0003,2,否,是,是
F28D20/02,3,0.0003,2,否,是,是
G06K7/10,3,0.0003,2,否,是,是
A01K61/80,3,0.0003,2,否,是,是
B01D11/04,3,0.0003,2,否,是,是
G06V40/20,3,0.0003,2,否,是,是
H02S40/42,3,0.0003,2,否,是,是
G06T11/20,3,0.0003,2,否,是,是
D05B35/00,3,0.0003,2,否,是,是
B09C1/00,3,0.0003,2,否,是,是
B22D17/22,3,0.0003,2,否,是,是
H02B1/28,3,0.0003,2,否,是,是
G03F7/20,3,0.0003,2,否,是,是
B32B27/36,3,0.0003,2,否,是,是
B29C64/386,3,0.0003,2,否,是,是
B21D5/14,3,0.0003,2,否,是,是
B65H37/04,3,0.0003,2,否,是,是
F24F11/54,3,0.0003,2,否,是,是
B02C19/00,3,0.0003,2,否,是,是
B22D18/04,3,0.0003,2,否,是,是
H04W4/06,3,0.0003,2,否,是,是
G01N19/00,3,0.0003,2,否,是,是
H01R13/502,3,0.0003,2,否,是,是
G01C15/00,3,0.0003,2,否,是,是
G01N21/31,3,0.0003,2,否,是,是
B64G1/22,3,0.0003,2,否,是,是
G01L13/00,3,0.0003,2,否,是,是
C01B32/194,3,0.0003,2,否,是,是
G06F16/28,3,0.0003,2,否,是,是
H02K35/02,3,0.0003,2,否,是,是
H01L51/42,3,0.0003,2,否,是,是
G01R31/08,3,0.0003,2,否,是,是
E02D27/12,3,0.0003,2,否,是,是
B03C1/30,3,0.0003,2,否,是,是
G06V10/764,3,0.0003,2,否,是,是
C02F9/06,3,0.0003,2,否,是,是
B01F23/41,3,0.0003,2,否,是,是
H04L12/28,3,0.0003,2,否,是,是
H02H7/26,3,0.0003,2,否,是,是
G06Q10/02,3,0.0003,2,否,是,是
A47B21/00,3,0.0003,2,否,是,是
B01D33/11,3,0.0003,2,否,是,是
C08L23/12,3,0.0003,2,否,是,是
F24D15/04,3,0.0003,2,否,是,是
D06B3/10,3,0.0003,2,否,是,是
B01D46/02,3,0.0003,2,否,是,是
F26B21/00,3,0.0003,2,否,是,是
G01C21/00,3,0.0003,2,否,是,是
F04D25/08,3,0.0003,2,否,是,是
C01B33/18,3,0.0003,2,否,是,是
B25B27/14,3,0.0003,2,否,是,是
B28D1/14,3,0.0003,2,否,是,是
H02N2/18,3,0.0003,2,否,是,是
G06V20/17,3,0.0003,2,否,是,是
E04H12/00,3,0.0003,2,否,是,是
G06Q50/02,3,0.0003,2,否,是,是
A47B63/00,3,0.0003,2,否,是,是
B65G13/00,3,0.0003,2,否,是,是
H04W4/02,3,0.0003,2,否,是,是
B28D5/04,3,0.0003,2,否,是,是
C12N5/00,3,0.0003,2,否,是,是
B26D11/00,3,0.0003,2,否,是,是
B21D35/00,3,0.0003,2,否,是,是
G06F16/9537,3,0.0003,2,否,是,是
F24D19/10,3,0.0003,2,否,是,是
F03D9/25,3,0.0003,2,否,是,是
B65F1/00,3,0.0003,2,否,是,是
H04W72/04,3,0.0003,2,否,是,是
B29C64/35,3,0.0003,2,否,是,是
H01R13/66,3,0.0003,2,否,是,是
B05B13/04,3,0.0003,2,否,是,是
C12N9/10,3,0.0003,2,否,是,是
C02F3/32,3,0.0003,2,否,是,是
H01R43/048,3,0.0003,2,否,是,是
A47F5/10,3,0.0003,2,否,是,是
C02F1/00,3,0.0003,2,否,是,是
H04L67/104,3,0.0003,2,否,是,是
B21D43/00,3,0.0003,2,否,是,是
E04D13/04,3,0.0003,2,否,是,是
B29B7/74,3,0.0003,2,否,是,是
B29B13/10,3,0.0003,2,否,是,是
B31B50/04,3,0.0003,2,否,是,是
H04W24/08,3,0.0003,2,否,是,是
B65G69/18,3,0.0003,2,否,是,是
B66F7/00,3,0.0003,2,否,是,是
B01D29/64,3,0.0003,2,否,是,是
C09K5/06,3,0.0003,2,否,是,是
G06F16/951,3,0.0003,2,否,是,是
B26F1/16,3,0.0003,2,否,是,是
C12M1/107,3,0.0003,2,否,是,是
A01G31/06,3,0.0003,2,否,是,是
G09F13/00,3,0.0003,2,否,是,是
B64F1/00,3,0.0003,2,否,是,是
G01H17/00,3,0.0003,2,否,是,是
B25H3/04,3,0.0003,2,否,是,是
E04D3/36,3,0.0003,2,否,是,是
C25B1/04,3,0.0003,2,否,是,是
G01B21/30,3,0.0003,2,否,是,是
H02S20/22,3,0.0003,2,否,是,是
B29C45/33,3,0.0003,2,否,是,是
A61B5/11,3,0.0003,2,否,是,是
B01D9/02,3,0.0003,2,否,是,是
B29C35/02,3,0.0003,2,否,是,是
C01B32/186,3,0.0003,2,否,是,是
B32B37/12,3,0.0003,2,否,是,是
C04B28/00,3,0.0003,2,否,是,是
B29C44/34,3,0.0003,2,否,是,是
B30B15/30,3,0.0003,2,否,是,是
F21S9/02,3,0.0003,2,否,是,是
G01B21/24,3,0.0003,2,否,是,是
B66F7/14,3,0.0003,2,否,是,是
G06T3/40,3,0.0003,2,否,是,是
B01F31/00,3,0.0003,2,否,是,是
H01F27/40,3,0.0003,2,否,是,是
B01D1/00,3,0.0003,2,否,是,是
B05C11/10,3,0.0003,2,否,是,是
G01F15/18,3,0.0003,2,否,是,是
H01R13/639,3,0.0003,2,否,是,是
A61K36/8969,2,0.0002,1,否,是,是
H01B17/38,2,0.0002,1,否,是,是
H01Q1/38,2,0.0002,1,否,是,是
F25B21/02,2,0.0002,1,否,是,是
G01N33/558,2,0.0002,1,否,是,是
A23K10/12,2,0.0002,1,否,是,是
B24B41/02,2,0.0002,1,否,是,是
G08B17/06,2,0.0002,1,否,是,是
H01M10/04,2,0.0002,1,否,是,是
A61C7/00,2,0.0002,1,否,是,是
G10L15/26,2,0.0002,1,否,是,是
G06F17/12,2,0.0002,1,否,是,是
G06F16/11,2,0.0002,1,否,是,是
H04W76/10,2,0.0002,1,否,是,是
G10L13/02,2,0.0002,1,否,是,是
B60P3/00,2,0.0002,1,否,是,是
A23L13/40,2,0.0002,1,否,是,是
H02G5/06,2,0.0002,1,否,是,是
B28B11/04,2,0.0002,1,否,是,是
B30B15/02,2,0.0002,1,否,是,是
F21S2/00,2,0.0002,1,否,是,是
B24B9/08,2,0.0002,1,否,是,是
C09K11/02,2,0.0002,1,否,是,是
G06F3/16,2,0.0002,1,否,是,是
G06F40/194,2,0.0002,1,否,是,是
G06F16/18,2,0.0002,1,否,是,是
F15B1/02,2,0.0002,1,否,是,是
B60K6/00,2,0.0002,1,否,是,是
G06F40/242,2,0.0002,1,否,是,是
F16M11/10,2,0.0002,1,否,是,是
G01N21/3504,2,0.0002,1,否,是,是
A23L29/00,2,0.0002,1,否,是,是
G10L25/63,2,0.0002,1,否,是,是
D01G1/04,2,0.0002,1,否,是,是
C04B35/584,2,0.0002,1,否,是,是
B23K9/16,2,0.0002,1,否,是,是
C09F1/02,2,0.0002,1,否,是,是
G01R35/00,2,0.0002,1,否,是,是
H01M10/54,2,0.0002,1,否,是,是
H04L43/045,2,0.0002,1,否,是,是
C04B20/02,2,0.0002,1,否,是,是
E04D13/064,2,0.0002,1,否,是,是
B23D15/06,2,0.0002,1,否,是,是
E02D23/00,2,0.0002,1,否,是,是
G07C5/08,2,0.0002,1,否,是,是
B67C3/22,2,0.0002,1,否,是,是
G01S13/88,2,0.0002,1,否,是,是
G08B21/16,2,0.0002,1,否,是,是
G01M13/025,2,0.0002,1,否,是,是
A21C9/06,2,0.0002,1,否,是,是
E01B1/00,2,0.0002,1,否,是,是
F24F6/12,2,0.0002,1,否,是,是
G01C13/00,2,0.0002,1,否,是,是
F25D1/02,2,0.0002,1,否,是,是
E02D19/06,2,0.0002,1,否,是,是
G08G1/0967,2,0.0002,1,否,是,是
B64D47/00,2,0.0002,1,否,是,是
A23L21/15,2,0.0002,1,否,是,是
B26D1/28,2,0.0002,1,否,是,是
B29C64/264,2,0.0002,1,否,是,是
B66B1/34,2,0.0002,1,否,是,是
A63B23/04,2,0.0002,1,否,是,是
H02G1/02,2,0.0002,1,否,是,是
A21C11/00,2,0.0002,1,否,是,是
B01J2/20,2,0.0002,1,否,是,是
C04B24/32,2,0.0002,1,否,是,是
A01K67/033,2,0.0002,1,否,是,是
A23K10/30,2,0.0002,1,否,是,是
E21B43/24,2,0.0002,1,否,是,是
B23K31/02,2,0.0002,1,否,是,是
A01M1/02,2,0.0002,1,否,是,是
A23L7/109,2,0.0002,1,否,是,是
E06B7/14,2,0.0002,1,否,是,是
B65G47/19,2,0.0002,1,否,是,是
B29C48/09,2,0.0002,1,否,是,是
G01C21/16,2,0.0002,1,否,是,是
G02F1/01,2,0.0002,1,否,是,是
C09D133/04,2,0.0002,1,否,是,是
F17D1/08,2,0.0002,1,否,是,是
B24B9/06,2,0.0002,1,否,是,是
G06V10/10,2,0.0002,1,否,是,是
B24B21/00,2,0.0002,1,否,是,是
G09B5/06,2,0.0002,1,否,是,是
G01F23/284,2,0.0002,1,否,是,是
B65G57/11,2,0.0002,1,否,是,是
B65G65/00,2,0.0002,1,否,是,是
A47B27/02,2,0.0002,1,否,是,是
B65G15/00,2,0.0002,1,否,是,是
B23G1/44,2,0.0002,1,否,是,是
H05K13/04,2,0.0002,1,否,是,是
B60B27/00,2,0.0002,1,否,是,是
H04L43/10,2,0.0002,1,否,是,是
C03C17/00,2,0.0002,1,否,是,是
H04L67/025,2,0.0002,1,否,是,是
H01F27/08,2,0.0002,1,否,是,是
B02C17/10,2,0.0002,1,否,是,是
G06F16/9536,2,0.0002,1,否,是,是
F16F15/02,2,0.0002,1,否,是,是
A61G13/10,2,0.0002,1,否,是,是
F24F3/14,2,0.0002,1,否,是,是
A01N43/90,2,0.0002,1,否,是,是
A45C5/03,2,0.0002,1,否,是,是
B02C23/02,2,0.0002,1,否,是,是
F26B15/18,2,0.0002,1,否,是,是
G01N23/02,2,0.0002,1,否,是,是
H04N5/262,2,0.0002,1,否,是,是
A01D46/00,2,0.0002,1,否,是,是
E01F9/608,2,0.0002,1,否,是,是
G01K13/00,2,0.0002,1,否,是,是
E21B43/00,2,0.0002,1,否,是,是
F25B30/06,2,0.0002,1,否,是,是
B01D53/04,2,0.0002,1,否,是,是
C03B33/02,2,0.0002,1,否,是,是
G01N27/327,2,0.0002,1,否,是,是
A61B8/00,2,0.0002,1,否,是,是
H01Q3/08,2,0.0002,1,否,是,是
A23N17/00,2,0.0002,1,否,是,是
E01C23/09,2,0.0002,1,否,是,是
H04W4/24,2,0.0002,1,否,是,是
B28C5/14,2,0.0002,1,否,是,是
A61L27/36,2,0.0002,1,否,是,是
B08B3/08,2,0.0002,1,否,是,是
B65B65/00,2,0.0002,1,否,是,是
C09K17/08,2,0.0002,1,否,是,是
G01R19/25,2,0.0002,1,否,是,是
A01G3/04,2,0.0002,1,否,是,是
B29C39/22,2,0.0002,1,否,是,是
B29C45/03,2,0.0002,1,否,是,是
F16C3/02,2,0.0002,1,否,是,是
A23N7/00,2,0.0002,1,否,是,是
C08G18/76,2,0.0002,1,否,是,是
H04L43/0876,2,0.0002,1,否,是,是
G01F1/32,2,0.0002,1,否,是,是
B07C5/10,2,0.0002,1,否,是,是
G01C25/00,2,0.0002,1,否,是,是
B65B1/32,2,0.0002,1,否,是,是
B66C23/06,2,0.0002,1,否,是,是
A61L2/20,2,0.0002,1,否,是,是
B64F1/32,2,0.0002,1,否,是,是
C02F11/13,2,0.0002,1,否,是,是
A01K29/00,2,0.0002,1,否,是,是
B23H7/02,2,0.0002,1,否,是,是
B24B9/20,2,0.0002,1,否,是,是
B26D7/26,2,0.0002,1,否,是,是
B29C45/73,2,0.0002,1,否,是,是
G01R27/18,2,0.0002,1,否,是,是
B63B21/50,2,0.0002,1,否,是,是
G02F1/13,2,0.0002,1,否,是,是
G16C20/50,2,0.0002,1,否,是,是
B60L53/12,2,0.0002,1,否,是,是
B65G47/04,2,0.0002,1,否,是,是
G06F30/18,2,0.0002,1,否,是,是
G01F1/66,2,0.0002,1,否,是,是
B22C5/04,2,0.0002,1,否,是,是
A61B34/20,2,0.0002,1,否,是,是
D06P1/34,2,0.0002,1,否,是,是
A01G7/06,2,0.0002,1,否,是,是
B64F5/60,2,0.0002,1,否,是,是
A01N1/02,2,0.0002,1,否,是,是
C04B24/42,2,0.0002,1,否,是,是
B07C7/04,2,0.0002,1,否,是,是
F24D13/00,2,0.0002,1,否,是,是
H04B1/03,2,0.0002,1,否,是,是
B65B31/04,2,0.0002,1,否,是,是
B29C35/16,2,0.0002,1,否,是,是
H01L31/054,2,0.0002,1,否,是,是
H02K5/20,2,0.0002,1,否,是,是
D04B35/32,2,0.0002,1,否,是,是
E04B2/88,2,0.0002,1,否,是,是
B65H23/26,2,0.0002,1,否,是,是
C08L23/06,2,0.0002,1,否,是,是
F25D3/12,2,0.0002,1,否,是,是
A23B7/005,2,0.0002,1,否,是,是
B26D7/00,2,0.0002,1,否,是,是
B01F27/96,2,0.0002,1,否,是,是
H02K15/03,2,0.0002,1,否,是,是
C02F7/00,2,0.0002,1,否,是,是
F25D29/00,2,0.0002,1,否,是,是
C22C21/00,2,0.0002,1,否,是,是
A01K45/00,2,0.0002,1,否,是,是
G01B21/00,2,0.0002,1,否,是,是
G06F21/33,2,0.0002,1,否,是,是
H02N1/04,2,0.0002,1,否,是,是
B65G65/23,2,0.0002,1,否,是,是
B21C25/02,2,0.0002,1,否,是,是
B65B13/18,2,0.0002,1,否,是,是
B65B1/36,2,0.0002,1,否,是,是
G01M7/02,2,0.0002,1,否,是,是
B22D45/00,2,0.0002,1,否,是,是
G01H9/00,2,0.0002,1,否,是,是
G01N11/06,2,0.0002,1,否,是,是
C04B35/447,2,0.0002,1,否,是,是
F01D15/10,2,0.0002,1,否,是,是
A01G22/22,2,0.0002,1,否,是,是
B66C13/46,2,0.0002,1,否,是,是
B65B35/18,2,0.0002,1,否,是,是
G07C9/25,2,0.0002,1,否,是,是
E04G3/20,2,0.0002,1,否,是,是
A47F9/00,2,0.0002,1,否,是,是
C07K7/08,2,0.0002,1,否,是,是
A61H35/00,2,0.0002,1,否,是,是
G08B17/12,2,0.0002,1,否,是,是
G07C1/20,2,0.0002,1,否,是,是
B22F1/16,2,0.0002,1,否,是,是
B63B25/28,2,0.0002,1,否,是,是
G06F3/02,2,0.0002,1,否,是,是
B29C70/34,2,0.0002,1,否,是,是
E02D5/34,2,0.0002,1,否,是,是
B01F31/40,2,0.0002,1,否,是,是
B65D61/00,2,0.0002,1,否,是,是
G06Q40/06,2,0.0002,1,否,是,是
G07C1/10,2,0.0002,1,否,是,是
G06Q20/40,2,0.0002,1,否,是,是
C02F1/52,2,0.0002,1,否,是,是
G01C9/00,2,0.0002,1,否,是,是
G06F40/58,2,0.0002,1,否,是,是
G16H10/00,2,0.0002,1,否,是,是
A01G20/10,2,0.0002,1,否,是,是
H05B47/10,2,0.0002,1,否,是,是
G01R22/06,2,0.0002,1,否,是,是
H05B3/02,2,0.0002,1,否,是,是
F25D17/02,2,0.0002,1,否,是,是
B29C69/00,2,0.0002,1,否,是,是
C02F3/00,2,0.0002,1,否,是,是
E03B3/02,2,0.0002,1,否,是,是
D21H27/00,2,0.0002,1,否,是,是
H01H3/32,2,0.0002,1,否,是,是
G02C11/00,2,0.0002,1,否,是,是
H01F27/06,2,0.0002,1,否,是,是
G01R29/08,2,0.0002,1,否,是,是
A23L31/00,2,0.0002,1,否,是,是
G02B5/18,2,0.0002,1,否,是,是
G05D23/19,2,0.0002,1,否,是,是
A23P30/10,2,0.0002,1,否,是,是
B31B70/10,2,0.0002,1,否,是,是
B22C7/02,2,0.0002,1,否,是,是
G06T7/73,2,0.0002,1,否,是,是
G06Q50/12,2,0.0002,1,否,是,是
B65G69/12,2,0.0002,1,否,是,是
A01G7/04,2,0.0002,1,否,是,是
C07D487/04,2,0.0002,1,否,是,是
G16H80/00,2,0.0002,1,否,是,是
E01H1/08,2,0.0002,1,否,是,是
E21B41/00,2,0.0002,1,否,是,是
G06F8/38,2,0.0002,1,否,是,是
B24C1/08,2,0.0002,1,否,是,是
B65D5/30,2,0.0002,1,否,是,是
C23F1/08,2,0.0002,1,否,是,是
B66C5/02,2,0.0002,1,否,是,是
C08L5/08,2,0.0002,1,否,是,是
B66C13/16,2,0.0002,1,否,是,是
A23P30/00,2,0.0002,1,否,是,是
A01C5/04,2,0.0002,1,否,是,是
A01G9/00,2,0.0002,1,否,是,是
A61G13/12,2,0.0002,1,否,是,是
A61H1/00,2,0.0002,1,否,是,是
G01V9/00,2,0.0002,1,否,是,是
H01M50/213,2,0.0002,1,否,是,是
G07F11/00,2,0.0002,1,否,是,是
A47C1/00,2,0.0002,1,否,是,是
G06F8/20,2,0.0002,1,否,是,是
H02M1/088,2,0.0002,1,否,是,是
B29C65/64,2,0.0002,1,否,是,是
B28B23/00,2,0.0002,1,否,是,是
B65G69/20,2,0.0002,1,否,是,是
E21D9/10,2,0.0002,1,否,是,是
G01B11/16,2,0.0002,1,否,是,是
F03D9/19,2,0.0002,1,否,是,是
B64D47/08,2,0.0002,1,否,是,是
H01M50/258,2,0.0002,1,否,是,是
G06F11/14,2,0.0002,1,否,是,是
G16H50/80,2,0.0002,1,否,是,是
B22C9/02,2,0.0002,1,否,是,是
B23Q3/00,2,0.0002,1,否,是,是
B65H49/32,2,0.0002,1,否,是,是
F24F7/06,2,0.0002,1,否,是,是
G09F9/00,2,0.0002,1,否,是,是
E02B17/00,2,0.0002,1,否,是,是
H02J15/00,2,0.0002,1,否,是,是
H01L31/0216,2,0.0002,1,否,是,是
H01M10/058,2,0.0002,1,否,是,是
A01K61/60,2,0.0002,1,否,是,是
G01N1/31,2,0.0002,1,否,是,是
H04L43/08,2,0.0002,1,否,是,是
B65H37/00,2,0.0002,1,否,是,是
H02P25/16,2,0.0002,1,否,是,是
F16M11/22,2,0.0002,1,否,是,是
G06F17/10,2,0.0002,1,否,是,是
A01K43/00,2,0.0002,1,否,是,是
B22F9/24,2,0.0002,1,否,是,是
B23B39/16,2,0.0002,1,否,是,是
H04W88/16,2,0.0002,1,否,是,是
C04B35/66,2,0.0002,1,否,是,是
C12N15/11,2,0.0002,1,否,是,是
G01N21/952,2,0.0002,1,否,是,是
F24C3/00,2,0.0002,1,否,是,是
F04B37/14,2,0.0002,1,否,是,是
E02B5/02,2,0.0002,1,否,是,是
G08G1/0955,2,0.0002,1,否,是,是
C08L69/00,2,0.0002,1,否,是,是
B65D19/44,2,0.0002,1,否,是,是
H02B1/48,2,0.0002,1,否,是,是
H01M4/92,2,0.0002,1,否,是,是
H04N17/00,2,0.0002,1,否,是,是
H04L41/069,2,0.0002,1,否,是,是
A47B61/00,2,0.0002,1,否,是,是
A47B21/04,2,0.0002,1,否,是,是
B21D43/20,2,0.0002,1,否,是,是
G01B5/06,2,0.0002,1,否,是,是
H04L41/0631,2,0.0002,1,否,是,是
E04F13/075,2,0.0002,1,否,是,是
C07D471/04,2,0.0002,1,否,是,是
B60L3/12,2,0.0002,1,否,是,是
B29C48/885,2,0.0002,1,否,是,是
B24B5/04,2,0.0002,1,否,是,是
G06Q50/14,2,0.0002,1,否,是,是
G16H20/70,2,0.0002,1,否,是,是
B60J5/04,2,0.0002,1,否,是,是
A62C3/16,2,0.0002,1,否,是,是
B21D41/04,2,0.0002,1,否,是,是
H01R4/66,2,0.0002,1,否,是,是
A61K9/19,2,0.0002,1,否,是,是
E21B15/02,2,0.0002,1,否,是,是
H02K7/02,2,0.0002,1,否,是,是
B25J15/02,2,0.0002,1,否,是,是
H01M4/485,2,0.0002,1,否,是,是
B65D6/08,2,0.0002,1,否,是,是
B22D19/16,2,0.0002,1,否,是,是
A01K67/02,2,0.0002,1,否,是,是
B65G23/24,2,0.0002,1,否,是,是
H02B1/32,2,0.0002,1,否,是,是
B60S3/00,2,0.0002,1,否,是,是
E02B17/08,2,0.0002,1,否,是,是
D06B3/30,2,0.0002,1,否,是,是
B07B1/24,2,0.0002,1,否,是,是
F22B1/02,2,0.0002,1,否,是,是
B21J13/02,2,0.0002,1,否,是,是
E21B7/04,2,0.0002,1,否,是,是
G09F19/18,2,0.0002,1,否,是,是
G07G1/14,2,0.0002,1,否,是,是
B21B38/00,2,0.0002,1,否,是,是
B65D81/02,2,0.0002,1,否,是,是
H02J1/00,2,0.0002,1,否,是,是
E04H5/06,2,0.0002,1,否,是,是
H02K15/02,2,0.0002,1,否,是,是
H04R1/10,2,0.0002,1,否,是,是
B67C3/00,2,0.0002,1,否,是,是
B30B9/06,2,0.0002,1,否,是,是
H01B7/29,2,0.0002,1,否,是,是
B29D7/00,2,0.0002,1,否,是,是
H04L45/60,2,0.0002,1,否,是,是
G06Q20/02,2,0.0002,1,否,是,是
H01G2/08,2,0.0002,1,否,是,是
D04H1/728,2,0.0002,1,否,是,是
B01F29/83,2,0.0002,1,否,是,是
A01N37/02,2,0.0002,1,否,是,是
H02M7/5387,2,0.0002,1,否,是,是
B61L15/00,2,0.0002,1,否,是,是
G01N21/25,2,0.0002,1,否,是,是
H01M4/139,2,0.0002,1,否,是,是
B28C7/06,2,0.0002,1,否,是,是
B65D81/18,2,0.0002,1,否,是,是
G01B11/24,2,0.0002,1,否,是,是
B25H5/00,2,0.0002,1,否,是,是
A01G24/10,2,0.0002,1,否,是,是
A01G25/06,2,0.0002,1,否,是,是
G01M3/02,2,0.0002,1,否,是,是
B26F1/40,2,0.0002,1,否,是,是
G01M1/12,2,0.0002,1,否,是,是
B65H81/06,2,0.0002,1,否,是,是
G01K7/22,2,0.0002,1,否,是,是
B21C37/06,2,0.0002,1,否,是,是
B64C39/02,2,0.0002,1,否,是,是
G07C15/00,2,0.0002,1,否,是,是
B08B15/04,2,0.0002,1,否,是,是
B65G21/12,2,0.0002,1,否,是,是
B66C1/12,2,0.0002,1,否,是,是
G05D1/00,2,0.0002,1,否,是,是
H02S40/12,2,0.0002,1,否,是,是
B28C7/04,2,0.0002,1,否,是,是
B62B3/10,2,0.0002,1,否,是,是
B66F7/18,2,0.0002,1,否,是,是
E04B5/17,2,0.0002,1,否,是,是
B23D33/02,2,0.0002,1,否,是,是
E21D9/00,2,0.0002,1,否,是,是
G08B7/06,2,0.0002,1,否,是,是
F24F7/003,2,0.0002,1,否,是,是
B60T13/72,2,0.0002,1,否,是,是
E03F5/04,2,0.0002,1,否,是,是
G06F40/186,2,0.0002,1,否,是,是
B21D22/06,2,0.0002,1,否,是,是
A01M1/04,2,0.0002,1,否,是,是
B60L50/60,2,0.0002,1,否,是,是
H01M10/0585,2,0.0002,1,否,是,是
H04R29/00,2,0.0002,1,否,是,是
F27D5/00,2,0.0002,1,否,是,是
C09D175/02,2,0.0002,1,否,是,是
B21D37/04,2,0.0002,1,否,是,是
E06B5/00,2,0.0002,1,否,是,是
A01G25/00,2,0.0002,1,否,是,是
H01M10/0525,2,0.0002,1,否,是,是
B07B1/42,2,0.0002,1,否,是,是
B01D46/12,2,0.0002,1,否,是,是
H04N21/472,2,0.0002,1,否,是,是
B05C9/14,2,0.0002,1,否,是,是
B21J5/08,2,0.0002,1,否,是,是
H02J3/06,2,0.0002,1,否,是,是
B24B11/02,2,0.0002,1,否,是,是
G06N10/20,2,0.0002,1,否,是,是
G16H50/70,2,0.0002,1,否,是,是
A23L13/10,2,0.0002,1,否,是,是
B27C3/04,2,0.0002,1,否,是,是
B25H3/02,2,0.0002,1,否,是,是
G06F16/953,2,0.0002,1,否,是,是
B25B27/30,2,0.0002,1,否,是,是
B05C5/00,2,0.0002,1,否,是,是
G06Q50/00,2,0.0002,1,否,是,是
A61B5/0205,2,0.0002,1,否,是,是
H04N1/04,2,0.0002,1,否,是,是
B29C65/74,2,0.0002,1,否,是,是
G06V10/25,2,0.0002,1,否,是,是
H02S40/32,2,0.0002,1,否,是,是
H04W12/06,2,0.0002,1,否,是,是
B24B5/38,2,0.0002,1,否,是,是
H02H3/08,2,0.0002,1,否,是,是
A01G17/00,2,0.0002,1,否,是,是
A01G13/02,2,0.0002,1,否,是,是
B61C17/00,2,0.0002,1,否,是,是
H02P27/06,2,0.0002,1,否,是,是
B23Q1/01,2,0.0002,1,否,是,是
B62D25/10,2,0.0002,1,否,是,是
G01C21/34,2,0.0002,1,否,是,是
