ipc_code,sample_count,sample_ratio,estimated_80pct_train_samples,below_2,below_5,below_10
B28C5/16,10,0.001,8,否,否,否
H01B13/00,10,0.001,8,否,否,否
G06K9/00,10,0.001,8,否,否,否
B41J3/407,10,0.001,8,否,否,否
B08B1/04,10,0.001,8,否,否,否
H04L67/10,10,0.001,8,否,否,否
G06Q30/00,10,0.001,8,否,否,否
G01N21/84,10,0.001,8,否,否,否
H05K3/00,10,0.001,8,否,否,否
G10L15/22,10,0.001,8,否,否,否
F24F5/00,10,0.001,8,否,否,否
H04L9/08,10,0.001,8,否,否,否
G06F16/25,9,0.0009,7,否,否,是
E04G1/24,9,0.0009,7,否,否,是
G06Q10/00,9,0.0009,7,否,否,是
G01N33/02,9,0.0009,7,否,否,是
H04Q1/02,9,0.0009,7,否,否,是
H04W24/02,9,0.0009,7,否,否,是
G06F16/2458,9,0.0009,7,否,否,是
H04Q9/00,9,0.0009,7,否,否,是
B23D79/00,9,0.0009,7,否,否,是
G06V20/52,9,0.0009,7,否,否,是
G06F3/01,9,0.0009,7,否,否,是
B63B35/44,9,0.0009,7,否,否,是
A01G9/14,9,0.0009,7,否,否,是
G06F21/31,9,0.0009,7,否,否,是
H02J3/32,9,0.0009,7,否,否,是
G06F16/21,9,0.0009,7,否,否,是
B25B27/00,9,0.0009,7,否,否,是
C12N1/20,9,0.0009,7,否,否,是
B65G47/74,9,0.0009,7,否,否,是
H02S20/00,9,0.0009,7,否,否,是
B02C4/08,9,0.0009,7,否,否,是
B01D47/06,9,0.0009,7,否,否,是
A01G25/09,9,0.0009,7,否,否,是
G06F16/2455,9,0.0009,7,否,否,是
B65D25/02,8,0.0008,6,否,否,是
G06F8/41,8,0.0008,6,否,否,是
G05D27/02,8,0.0008,6,否,否,是
H01M4/62,8,0.0008,6,否,否,是
B01F33/83,8,0.0008,6,否,否,是
B08B1/02,8,0.0008,6,否,否,是
B41F15/08,8,0.0008,6,否,否,是
B08B3/10,8,0.0008,6,否,否,是
G06Q50/26,8,0.0008,6,否,否,是
H04L12/66,8,0.0008,6,否,否,是
H02J9/06,8,0.0008,6,否,否,是
C12M1/34,8,0.0008,6,否,否,是
B23K26/38,8,0.0008,6,否,否,是
B02C21/00,8,0.0008,6,否,否,是
A01G9/02,8,0.0008,6,否,否,是
B29C64/245,8,0.0008,6,否,否,是
E04G1/15,8,0.0008,6,否,否,是
H02J3/24,8,0.0008,6,否,否,是
B65G47/90,8,0.0008,6,否,否,是
B05C5/02,8,0.0008,6,否,否,是
A01C23/04,8,0.0008,6,否,否,是
G06F16/958,8,0.0008,6,否,否,是
B23K26/362,8,0.0008,6,否,否,是
B28B11/24,8,0.0008,6,否,否,是
G09F9/30,8,0.0008,6,否,否,是
G01R31/52,8,0.0008,6,否,否,是
G06F9/455,8,0.0008,6,否,否,是
B23Q3/08,8,0.0008,6,否,否,是
B65G41/00,8,0.0008,6,否,否,是
C02F9/08,8,0.0008,6,否,否,是
B25B11/02,8,0.0008,6,否,否,是
C12N5/0775,7,0.0007,5,否,否,是
C01B32/19,7,0.0007,5,否,否,是
H02B1/56,7,0.0007,5,否,否,是
B62B3/02,7,0.0007,5,否,否,是
E04D13/18,7,0.0007,5,否,否,是
A61B5/00,7,0.0007,5,否,否,是
A47L11/24,7,0.0007,5,否,否,是
G09B23/18,7,0.0007,5,否,否,是
B23P19/04,7,0.0007,5,否,否,是
B65G47/82,7,0.0007,5,否,否,是
B66F7/06,7,0.0007,5,否,否,是
B60S3/04,7,0.0007,5,否,否,是
G01M17/007,7,0.0007,5,否,否,是
G06F16/2457,7,0.0007,5,否,否,是
F26B9/06,7,0.0007,5,否,否,是
G06F21/56,7,0.0007,5,否,否,是
G16H40/20,7,0.0007,5,否,否,是
B09B3/00,7,0.0007,5,否,否,是
G01S19/42,7,0.0007,5,否,否,是
B23P15/00,7,0.0007,5,否,否,是
G01N1/14,7,0.0007,5,否,否,是
G08B17/10,7,0.0007,5,否,否,是
B21D22/02,7,0.0007,5,否,否,是
E04G3/28,7,0.0007,5,否,否,是
G06F9/48,7,0.0007,5,否,否,是
B24B29/02,7,0.0007,5,否,否,是
B65B69/00,7,0.0007,5,否,否,是
G06K17/00,6,0.0006,4,否,否,是
B26D1/06,6,0.0006,4,否,否,是
H04L67/06,6,0.0006,4,否,否,是
B02C18/14,6,0.0006,4,否,否,是
C21D9/00,6,0.0006,4,否,否,是
B08B15/00,6,0.0006,4,否,否,是
H01M10/42,6,0.0006,4,否,否,是
B23K3/08,6,0.0006,4,否,否,是
G09B19/00,6,0.0006,4,否,否,是
G06F11/34,6,0.0006,4,否,否,是
G06V20/10,6,0.0006,4,否,否,是
G06F21/64,6,0.0006,4,否,否,是
B24B9/00,6,0.0006,4,否,否,是
B60L53/16,6,0.0006,4,否,否,是
C02F1/04,6,0.0006,4,否,否,是
B23P23/04,6,0.0006,4,否,否,是
G01R31/327,6,0.0006,4,否,否,是
A61G12/00,6,0.0006,4,否,否,是
G01R31/34,6,0.0006,4,否,否,是
B29C64/106,6,0.0006,4,否,否,是
H02S20/23,6,0.0006,4,否,否,是
G01B5/00,6,0.0006,4,否,否,是
F24D13/02,6,0.0006,4,否,否,是
B67C3/24,6,0.0006,4,否,否,是
B65G49/06,6,0.0006,4,否,否,是
B65G47/248,6,0.0006,4,否,否,是
B21F11/00,6,0.0006,4,否,否,是
G08B21/18,6,0.0006,4,否,否,是
E04G3/24,6,0.0006,4,否,否,是
G05D3/12,6,0.0006,4,否,否,是
G06V40/10,6,0.0006,4,否,否,是
B23D21/00,6,0.0006,4,否,否,是
G01N33/18,6,0.0006,4,否,否,是
G06F30/13,6,0.0006,4,否,否,是
B23P21/00,6,0.0006,4,否,否,是
B29C45/17,6,0.0006,4,否,否,是
F25D31/00,6,0.0006,4,否,否,是
H01L31/048,6,0.0006,4,否,否,是
A01G25/16,6,0.0006,4,否,否,是
G06F30/15,6,0.0006,4,否,否,是
B25J19/00,6,0.0006,4,否,否,是
B65G43/08,6,0.0006,4,否,否,是
B26D7/02,6,0.0006,4,否,否,是
G06F8/65,6,0.0006,4,否,否,是
G16H50/30,6,0.0006,4,否,否,是
C22C38/02,6,0.0006,4,否,否,是
H02B1/30,6,0.0006,4,否,否,是
G06F30/17,6,0.0006,4,否,否,是
H02B3/00,6,0.0006,4,否,否,是
G01R31/12,6,0.0006,4,否,否,是
G06F40/30,6,0.0006,4,否,否,是
B21D28/14,6,0.0006,4,否,否,是
B01J19/00,5,0.0005,4,否,否,是
A47J43/046,5,0.0005,4,否,否,是
A01G3/08,5,0.0005,4,否,否,是
G06F11/07,5,0.0005,4,否,否,是
G08G1/017,5,0.0005,4,否,否,是
B65G47/24,5,0.0005,4,否,否,是
G06F9/54,5,0.0005,4,否,否,是
C08J3/075,5,0.0005,4,否,否,是
G06F16/23,5,0.0005,4,否,否,是
F21S8/00,5,0.0005,4,否,否,是
G01N30/02,5,0.0005,4,否,否,是
B65H54/44,5,0.0005,4,否,否,是
G08B21/04,5,0.0005,4,否,否,是
G06T17/05,5,0.0005,4,否,否,是
G01N3/12,5,0.0005,4,否,否,是
B28B1/087,5,0.0005,4,否,否,是
G01N3/02,5,0.0005,4,否,否,是
B22F12/00,5,0.0005,4,否,否,是
B25J15/00,5,0.0005,4,否,否,是
B01D50/60,5,0.0005,4,否,否,是
G06F16/215,5,0.0005,4,否,否,是
G06F16/957,5,0.0005,4,否,否,是
G01B11/00,5,0.0005,4,否,否,是
B26D7/18,5,0.0005,4,否,否,是
G01R1/04,5,0.0005,4,否,否,是
G05B23/02,5,0.0005,4,否,否,是
G09B25/00,5,0.0005,4,否,否,是
B07B1/22,5,0.0005,4,否,否,是
B23K26/21,5,0.0005,4,否,否,是
B64D1/18,5,0.0005,4,否,否,是
G06F16/33,5,0.0005,4,否,否,是
G01C21/20,5,0.0005,4,否,否,是
B65G61/00,5,0.0005,4,否,否,是
B29C64/30,5,0.0005,4,否,否,是
B29C64/321,5,0.0005,4,否,否,是
B23K3/00,5,0.0005,4,否,否,是
B24B27/00,5,0.0005,4,否,否,是
A23L7/10,5,0.0005,4,否,否,是
C08L27/06,5,0.0005,4,否,否,是
B29B9/06,5,0.0005,4,否,否,是
B65D25/24,5,0.0005,4,否,否,是
H01M50/204,5,0.0005,4,否,否,是
H04N5/232,5,0.0005,4,否,否,是
G06F9/451,5,0.0005,4,否,否,是
B67C3/26,5,0.0005,4,否,否,是
B29C64/314,5,0.0005,4,否,否,是
B25J5/00,5,0.0005,4,否,否,是
G06N3/08,5,0.0005,4,否,否,是
G01M3/26,5,0.0005,4,否,否,是
B01D29/35,5,0.0005,4,否,否,是
B23D19/00,5,0.0005,4,否,否,是
B21B45/02,5,0.0005,4,否,否,是
G06T5/00,5,0.0005,4,否,否,是
B25H1/00,5,0.0005,4,否,否,是
A47J37/06,5,0.0005,4,否,否,是
G07F19/00,5,0.0005,4,否,否,是
B65G15/30,5,0.0005,4,否,否,是
B01F35/32,5,0.0005,4,否,否,是
B26D1/08,5,0.0005,4,否,否,是
F28B1/02,5,0.0005,4,否,否,是
B23P19/06,5,0.0005,4,否,否,是
G01M99/00,5,0.0005,4,否,否,是
G01N1/08,5,0.0005,4,否,否,是
H05K5/00,5,0.0005,4,否,否,是
G01N3/08,5,0.0005,4,否,否,是
B01D46/10,5,0.0005,4,否,否,是
H04W36/00,5,0.0005,4,否,否,是
G02B27/01,5,0.0005,4,否,否,是
G16H10/60,5,0.0005,4,否,否,是
B21D37/10,5,0.0005,4,否,否,是
B23Q11/00,5,0.0005,4,否,否,是
H04W4/30,5,0.0005,4,否,否,是
G07F17/12,5,0.0005,4,否,否,是
G06F9/445,5,0.0005,4,否,否,是
B29C48/285,5,0.0005,4,否,否,是
C04B28/14,5,0.0005,4,否,否,是
G06Q20/06,5,0.0005,4,否,否,是
A47J43/07,5,0.0005,4,否,否,是
B29B7/16,5,0.0005,4,否,否,是
G01N1/10,5,0.0005,4,否,否,是
H01L31/05,5,0.0005,4,否,否,是
B23K37/047,5,0.0005,4,否,否,是
B27C5/02,5,0.0005,4,否,否,是
H04W4/40,5,0.0005,4,否,否,是
B65G1/04,5,0.0005,4,否,否,是
E04F11/02,5,0.0005,4,否,否,是
H04N1/00,5,0.0005,4,否,否,是
G06Q20/10,5,0.0005,4,否,否,是
H02M1/00,5,0.0005,4,否,否,是
B65D88/54,5,0.0005,4,否,否,是
G06Q40/08,5,0.0005,4,否,否,是
G05B19/04,5,0.0005,4,否,否,是
G06F8/60,5,0.0005,4,否,否,是
G07B15/02,5,0.0005,4,否,否,是
G06F16/35,5,0.0005,4,否,否,是
C08L23/08,5,0.0005,4,否,否,是
B41F17/00,4,0.0004,3,否,是,是
G08G1/095,4,0.0004,3,否,是,是
G01N19/04,4,0.0004,3,否,是,是
B60L58/10,4,0.0004,3,否,是,是
B66F7/08,4,0.0004,3,否,是,是
C12N15/29,4,0.0004,3,否,是,是
B08B9/28,4,0.0004,3,否,是,是
A61N1/36,4,0.0004,3,否,是,是
E04G1/22,4,0.0004,3,否,是,是
C03B33/03,4,0.0004,3,否,是,是
H02J3/18,4,0.0004,3,否,是,是
B25H1/16,4,0.0004,3,否,是,是
B60H1/00,4,0.0004,3,否,是,是
E04F15/02,4,0.0004,3,否,是,是
H01R13/52,4,0.0004,3,否,是,是
H02S20/25,4,0.0004,3,否,是,是
H04L67/141,4,0.0004,3,否,是,是
G08G1/14,4,0.0004,3,否,是,是
A01G9/16,4,0.0004,3,否,是,是
F16B11/00,4,0.0004,3,否,是,是
G06T7/11,4,0.0004,3,否,是,是
A47B37/00,4,0.0004,3,否,是,是
B08B5/04,4,0.0004,3,否,是,是
F26B17/04,4,0.0004,3,否,是,是
G01B5/02,4,0.0004,3,否,是,是
F26B11/14,4,0.0004,3,否,是,是
B23Q11/10,4,0.0004,3,否,是,是
B62B3/04,4,0.0004,3,否,是,是
B28B1/00,4,0.0004,3,否,是,是
B32B9/00,4,0.0004,3,否,是,是
G06F3/06,4,0.0004,3,否,是,是
G01N33/68,4,0.0004,3,否,是,是
G06F1/20,4,0.0004,3,否,是,是
A61N5/10,4,0.0004,3,否,是,是
C05G3/00,4,0.0004,3,否,是,是
B01D5/00,4,0.0004,3,否,是,是
B08B7/00,4,0.0004,3,否,是,是
H01B7/18,4,0.0004,3,否,是,是
G06V30/148,4,0.0004,3,否,是,是
B28B13/02,4,0.0004,3,否,是,是
B60L8/00,4,0.0004,3,否,是,是
G06T17/00,4,0.0004,3,否,是,是
H02M3/335,4,0.0004,3,否,是,是
G06T19/00,4,0.0004,3,否,是,是
E21F17/18,4,0.0004,3,否,是,是
H01M50/249,4,0.0004,3,否,是,是
C12M3/00,4,0.0004,3,否,是,是
B28B7/00,4,0.0004,3,否,是,是
G01R31/28,4,0.0004,3,否,是,是
B65G65/40,4,0.0004,3,否,是,是
B02C7/08,4,0.0004,3,否,是,是
F24S10/40,4,0.0004,3,否,是,是
B65D25/10,4,0.0004,3,否,是,是
C22C1/10,4,0.0004,3,否,是,是
H05K7/14,4,0.0004,3,否,是,是
G05B13/04,4,0.0004,3,否,是,是
H05K7/02,4,0.0004,3,否,是,是
B26D1/09,4,0.0004,3,否,是,是
B23K20/10,4,0.0004,3,否,是,是
H02S50/15,4,0.0004,3,否,是,是
B25J5/02,4,0.0004,3,否,是,是
B60L53/80,4,0.0004,3,否,是,是
A61L2/10,4,0.0004,3,否,是,是
D06B1/02,4,0.0004,3,否,是,是
B60W60/00,4,0.0004,3,否,是,是
G06F8/30,4,0.0004,3,否,是,是
B29C45/76,4,0.0004,3,否,是,是
A47F5/00,4,0.0004,3,否,是,是
B29C64/209,4,0.0004,3,否,是,是
E03F5/22,4,0.0004,3,否,是,是
H02G3/02,4,0.0004,3,否,是,是
H01Q1/12,4,0.0004,3,否,是,是
C12N1/21,4,0.0004,3,否,是,是
B25H1/08,4,0.0004,3,否,是,是
A47J27/04,4,0.0004,3,否,是,是
B02C4/02,4,0.0004,3,否,是,是
E04B2/00,4,0.0004,3,否,是,是
F24F11/58,4,0.0004,3,否,是,是
B23Q7/00,4,0.0004,3,否,是,是
G01R31/26,4,0.0004,3,否,是,是
B65B43/52,4,0.0004,3,否,是,是
B29C63/02,4,0.0004,3,否,是,是
H05B3/06,4,0.0004,3,否,是,是
A23F3/06,4,0.0004,3,否,是,是
A41D13/11,4,0.0004,3,否,是,是
B01D36/00,4,0.0004,3,否,是,是
H02S50/10,4,0.0004,3,否,是,是
G09F9/33,4,0.0004,3,否,是,是
E04H6/42,4,0.0004,3,否,是,是
B29C64/124,4,0.0004,3,否,是,是
G06F16/16,4,0.0004,3,否,是,是
B05B16/20,4,0.0004,3,否,是,是
G08C17/02,4,0.0004,3,否,是,是
B31B50/20,4,0.0004,3,否,是,是
G01N27/30,4,0.0004,3,否,是,是
B65G47/22,4,0.0004,3,否,是,是
B02C23/00,4,0.0004,3,否,是,是
B65H18/10,4,0.0004,3,否,是,是
B01D36/04,4,0.0004,3,否,是,是
B24B19/22,4,0.0004,3,否,是,是
H04L67/1097,4,0.0004,3,否,是,是
G06F17/18,4,0.0004,3,否,是,是
C08L67/04,4,0.0004,3,否,是,是
G06K19/06,4,0.0004,3,否,是,是
B21D28/26,4,0.0004,3,否,是,是
B21F1/00,4,0.0004,3,否,是,是
E21B7/02,4,0.0004,3,否,是,是
H05K3/30,4,0.0004,3,否,是,是
G06V20/13,4,0.0004,3,否,是,是
H04Q1/04,4,0.0004,3,否,是,是
B01D11/02,4,0.0004,3,否,是,是
B26D7/06,4,0.0004,3,否,是,是
B02C18/10,4,0.0004,3,否,是,是
G06F16/36,4,0.0004,3,否,是,是
B24B41/06,4,0.0004,3,否,是,是
H04L41/14,4,0.0004,3,否,是,是
B29C45/18,4,0.0004,3,否,是,是
H04W12/03,4,0.0004,3,否,是,是
G02B6/42,4,0.0004,3,否,是,是
B65H35/02,4,0.0004,3,否,是,是
B01F27/70,4,0.0004,3,否,是,是
G16H50/20,4,0.0004,3,否,是,是
B67B3/20,4,0.0004,3,否,是,是
C12M1/38,4,0.0004,3,否,是,是
H01B7/17,4,0.0004,3,否,是,是
B23Q1/25,4,0.0004,3,否,是,是
H01L21/683,4,0.0004,3,否,是,是
A61H1/02,4,0.0004,3,否,是,是
B07C5/00,4,0.0004,3,否,是,是
B23K37/053,4,0.0004,3,否,是,是
G09B23/28,4,0.0004,3,否,是,是
G06F9/448,4,0.0004,3,否,是,是
G01N21/01,4,0.0004,3,否,是,是
E21D9/12,4,0.0004,3,否,是,是
B23K37/02,4,0.0004,3,否,是,是
G01N27/26,4,0.0004,3,否,是,是
G01N30/06,4,0.0004,3,否,是,是
B01D3/06,4,0.0004,3,否,是,是
B08B5/02,4,0.0004,3,否,是,是
B29C64/118,4,0.0004,3,否,是,是
B01J20/20,4,0.0004,3,否,是,是
G06K19/077,4,0.0004,3,否,是,是
B08B11/04,4,0.0004,3,否,是,是
H01Q1/36,4,0.0004,3,否,是,是
G01N21/78,4,0.0004,3,否,是,是
B08B3/04,4,0.0004,3,否,是,是
G08B17/00,4,0.0004,3,否,是,是
B08B9/087,4,0.0004,3,否,是,是
B07B1/34,4,0.0004,3,否,是,是
D06H7/00,4,0.0004,3,否,是,是
A61C8/00,4,0.0004,3,否,是,是
B65D25/04,4,0.0004,3,否,是,是
B26D7/01,4,0.0004,3,否,是,是
A01K1/00,4,0.0004,3,否,是,是
E01F8/00,4,0.0004,3,否,是,是
B65D90/00,4,0.0004,3,否,是,是
H02K5/24,4,0.0004,3,否,是,是
G01M11/02,4,0.0004,3,否,是,是
G01B11/06,4,0.0004,3,否,是,是
F26B9/10,4,0.0004,3,否,是,是
B07B1/04,4,0.0004,3,否,是,是
G08G1/16,4,0.0004,3,否,是,是
B21D28/34,3,0.0003,2,否,是,是
B41C1/14,3,0.0003,2,否,是,是
A22C17/00,3,0.0003,2,否,是,是
E04H17/14,3,0.0003,2,否,是,是
B24B5/36,3,0.0003,2,否,是,是
A61D3/00,3,0.0003,2,否,是,是
C12P21/06,3,0.0003,2,否,是,是
G08B21/24,3,0.0003,2,否,是,是
H02S10/12,3,0.0003,2,否,是,是
G01N15/08,3,0.0003,2,否,是,是
B32B37/10,3,0.0003,2,否,是,是
B65B1/12,3,0.0003,2,否,是,是
F26B11/18,3,0.0003,2,否,是,是
H02J3/48,3,0.0003,2,否,是,是
G06F3/12,3,0.0003,2,否,是,是
B01F33/82,3,0.0003,2,否,是,是
B23K26/70,3,0.0003,2,否,是,是
B62D63/02,3,0.0003,2,否,是,是
G06Q40/00,3,0.0003,2,否,是,是
G07C9/37,3,0.0003,2,否,是,是
H01L21/67,3,0.0003,2,否,是,是
G08B19/00,3,0.0003,2,否,是,是
B66F11/00,3,0.0003,2,否,是,是
G10L15/06,3,0.0003,2,否,是,是
G06F21/44,3,0.0003,2,否,是,是
A23N5/00,3,0.0003,2,否,是,是
B65B43/12,3,0.0003,2,否,是,是
E04B1/343,3,0.0003,2,否,是,是
G01N21/64,3,0.0003,2,否,是,是
A62C37/00,3,0.0003,2,否,是,是
B66C1/42,3,0.0003,2,否,是,是
F26B11/04,3,0.0003,2,否,是,是
B24B27/033,3,0.0003,2,否,是,是
E04G5/14,3,0.0003,2,否,是,是
E04B2/74,3,0.0003,2,否,是,是
A23L5/20,3,0.0003,2,否,是,是
H01Q1/50,3,0.0003,2,否,是,是
A23L33/00,3,0.0003,2,否,是,是
H02S40/34,3,0.0003,2,否,是,是
B65D81/26,3,0.0003,2,否,是,是
H01M4/88,3,0.0003,2,否,是,是
B31B50/25,3,0.0003,2,否,是,是
B01D50/00,3,0.0003,2,否,是,是
B23K1/00,3,0.0003,2,否,是,是
F16M11/24,3,0.0003,2,否,是,是
B07C5/38,3,0.0003,2,否,是,是
B01D53/18,3,0.0003,2,否,是,是
F04B51/00,3,0.0003,2,否,是,是
A01G29/00,3,0.0003,2,否,是,是
B01L9/02,3,0.0003,2,否,是,是
G01R19/00,3,0.0003,2,否,是,是
F03D13/10,3,0.0003,2,否,是,是
B66F7/02,3,0.0003,2,否,是,是
G01N3/20,3,0.0003,2,否,是,是
A61M37/00,3,0.0003,2,否,是,是
E01H1/10,3,0.0003,2,否,是,是
C12N5/10,3,0.0003,2,否,是,是
B08B3/12,3,0.0003,2,否,是,是
A01G22/20,3,0.0003,2,否,是,是
E04H6/00,3,0.0003,2,否,是,是
H02S40/22,3,0.0003,2,否,是,是
G01N21/89,3,0.0003,2,否,是,是
B65D6/06,3,0.0003,2,否,是,是
G02B6/44,3,0.0003,2,否,是,是
G01N21/21,3,0.0003,2,否,是,是
B02C17/18,3,0.0003,2,否,是,是
B60R16/02,3,0.0003,2,否,是,是
H04N19/42,3,0.0003,2,否,是,是
H05K9/00,3,0.0003,2,否,是,是
B63B22/00,3,0.0003,2,否,是,是
A01G9/18,3,0.0003,2,否,是,是
B01D46/00,3,0.0003,2,否,是,是
H04L41/082,3,0.0003,2,否,是,是
G06F11/22,3,0.0003,2,否,是,是
B67C7/00,3,0.0003,2,否,是,是
E04B1/00,3,0.0003,2,否,是,是
G01B21/08,3,0.0003,2,否,是,是
B01J19/20,3,0.0003,2,否,是,是
C04B28/04,3,0.0003,2,否,是,是
G05D1/10,3,0.0003,2,否,是,是
H04L9/00,3,0.0003,2,否,是,是
G05F1/67,3,0.0003,2,否,是,是
G01N35/00,3,0.0003,2,否,是,是
G06V10/44,3,0.0003,2,否,是,是
B65G47/14,3,0.0003,2,否,是,是
A01B49/06,3,0.0003,2,否,是,是
B28D1/22,3,0.0003,2,否,是,是
G01F25/10,3,0.0003,2,否,是,是
G06N3/04,3,0.0003,2,否,是,是
G01B11/02,3,0.0003,2,否,是,是
G06F17/11,3,0.0003,2,否,是,是
B25H1/02,3,0.0003,2,否,是,是
G05B19/048,3,0.0003,2,否,是,是
B62B3/00,3,0.0003,2,否,是,是
B05B9/04,3,0.0003,2,否,是,是
H02J1/10,3,0.0003,2,否,是,是
B29C51/10,3,0.0003,2,否,是,是
B29C65/02,3,0.0003,2,否,是,是
G06V20/58,3,0.0003,2,否,是,是
B29C45/14,3,0.0003,2,否,是,是
B24B9/10,3,0.0003,2,否,是,是
H04W28/02,3,0.0003,2,否,是,是
G01B21/32,3,0.0003,2,否,是,是
B05C13/02,3,0.0003,2,否,是,是
B02C2/10,3,0.0003,2,否,是,是
C12N15/113,3,0.0003,2,否,是,是
D06G1/00,3,0.0003,2,否,是,是
G06F21/55,3,0.0003,2,否,是,是
B62D5/04,3,0.0003,2,否,是,是
A47J39/02,3,0.0003,2,否,是,是
A01G9/029,3,0.0003,2,否,是,是
G06F16/901,3,0.0003,2,否,是,是
G09B25/02,3,0.0003,2,否,是,是
