ipc_code,sample_count,sample_ratio,estimated_80pct_train_samples,below_2,below_5,below_10
B,2994,0.3034,2395,否,否,否
G,2524,0.2558,2019,否,否,否
H,1650,0.1672,1320,否,否,否
A,818,0.0829,654,否,否,否
C,732,0.0742,585,否,否,否
F,577,0.0585,461,否,否,否
E,451,0.0457,360,否,否,否
D,121,0.0123,96,否,否,否
